cod_usuario,data_cadastro,faixa_etaria,cidade,estado
232906,14/05/2020,Entre 50 a 61 anos,Ouro Verde do Oeste,Paraná
233465,11/06/2020,Entre 16 a 21 anos,São Miguel do Guaporé,Rondônia
233570,11/01/2021,Entre 62 a 70 anos,Piçarra,Pará
233610,23/03/2020,Entre 50 a 61 anos,Carnaíba,Pernambuco
233684,24/05/2021,Entre 62 a 70 anos,Terra Roxa,São Paulo
233917,03/04/2021,Entre 10 a 15 anos,Bofete,São Paulo
233922,20/12/2019,Entre 10 a 15 anos,Venturosa,Pernambuco
233946,06/07/2019,Entre 10 a 15 anos,Capinzal do Norte,Maranhão
234805,20/11/2019,Entre 16 a 21 anos,Duque de Caxias,Rio de Janeiro
234997,07/04/2021,Entre 16 a 21 anos,Leópolis,Paraná
235717,14/06/2021,Mais de 70 anos,Dom Bosco,Minas Gerais
236970,05/06/2019,Entre 22 a 27 anos,Ipiguá,São Paulo
237071,14/01/2019,Entre 28 a 36 anos,Cantanhede,Maranhão
237792,26/11/2019,Entre 16 a 21 anos,Paes Landim,Piauí
238027,21/04/2021,Entre 50 a 61 anos,Araçu,Goiás
238653,31/08/2020,Entre 10 a 15 anos,São Lourenço,Minas Gerais
239178,24/09/2019,Mais de 70 anos,Bertioga,São Paulo
239907,30/07/2019,Entre 62 a 70 anos,São Francisco do Conde,Bahia
240023,18/07/2019,Mais de 70 anos,Chapada dos Guimarães,Mato Grosso
240094,23/03/2021,Entre 28 a 36 anos,Aurelino Leal,Bahia
240240,11/03/2021,Entre 10 a 15 anos,Nova Serrana,Minas Gerais
240325,20/03/2021,Entre 50 a 61 anos,Limoeiro do Ajuru,Pará
240378,22/04/2019,Entre 10 a 15 anos,Buenos Aires,Pernambuco
240473,24/02/2020,Entre 37 a 49 anos,Vargem Bonita,Santa Catarina
241189,08/03/2020,Entre 37 a 49 anos,Marcelândia,Mato Grosso
241324,08/02/2021,Entre 62 a 70 anos,Lauro de Freitas,Bahia
241685,18/11/2020,Entre 22 a 27 anos,Aiuruoca,Minas Gerais
241978,19/10/2019,Entre 10 a 15 anos,Tacima,Paraíba
241980,14/09/2019,Entre 50 a 61 anos,Santa Maria do Salto,Minas Gerais
241996,09/04/2019,Entre 22 a 27 anos,Marechal Floriano,Espírito Santo
242037,12/03/2020,Entre 16 a 21 anos,Paranaíta,Mato Grosso
242064,04/02/2021,Entre 22 a 27 anos,Mucuri,Bahia
242181,25/06/2019,Entre 22 a 27 anos,Ibaiti,Paraná
242573,01/03/2020,Entre 50 a 61 anos,Nazaré da Mata,Pernambuco
242583,25/08/2020,Entre 10 a 15 anos,Ilha Solteira,São Paulo
242697,07/05/2019,Mais de 70 anos,Rochedo,Mato Grosso do Sul
242977,29/03/2019,Entre 16 a 21 anos,Baixio,Ceará
243011,27/12/2019,Entre 16 a 21 anos,São João do Pau d'Alho,São Paulo
243143,09/06/2021,Entre 50 a 61 anos,Japurá,Amazonas
243272,22/05/2021,Entre 37 a 49 anos,União do Oeste,Santa Catarina
243332,12/01/2019,Entre 28 a 36 anos,Brejolândia,Bahia
243683,14/08/2020,Entre 50 a 61 anos,Nova Prata do Iguaçu,Paraná
244080,06/06/2021,Mais de 70 anos,Itaporã do Tocantins,Tocantins
244197,22/02/2019,Entre 62 a 70 anos,Barrocas,Bahia
244495,04/05/2020,Entre 10 a 15 anos,Nova Aurora,Goiás
244550,25/08/2020,Entre 16 a 21 anos,Lagoa da Confusão,Tocantins
244979,11/06/2020,Entre 62 a 70 anos,Nepomuceno,Minas Gerais
245118,20/03/2019,Entre 16 a 21 anos,Foz do Jordão,Paraná
245141,18/08/2019,Mais de 70 anos,São Sebastião de Lagoa de Roça,Paraíba
245806,16/04/2021,Entre 10 a 15 anos,Serra Alta,Santa Catarina
245956,21/07/2021,Mais de 70 anos,Arandu,São Paulo
246047,28/02/2021,Entre 16 a 21 anos,Planalto da Serra,Mato Grosso
246054,22/04/2019,Mais de 70 anos,Concórdia,Santa Catarina
246097,01/08/2020,Mais de 70 anos,Silva Jardim,Rio de Janeiro
246174,25/10/2020,Entre 50 a 61 anos,Nilópolis,Rio de Janeiro
246237,22/06/2019,Entre 10 a 15 anos,Vargem Alta,Espírito Santo
246405,02/02/2020,Entre 10 a 15 anos,Balneário Piçarras,Santa Catarina
247102,05/06/2019,Entre 50 a 61 anos,Uruaçu,Goiás
247279,17/11/2020,Entre 37 a 49 anos,São José do Seridó,Rio Grande do Norte
247610,08/11/2020,Entre 50 a 61 anos,Itapeva,São Paulo
247684,23/12/2019,Entre 50 a 61 anos,Piedade,São Paulo
248374,24/12/2019,Entre 10 a 15 anos,Senador La Rocque,Maranhão
248896,14/05/2020,Entre 16 a 21 anos,Barro Alto,Goiás
249054,18/01/2020,Entre 62 a 70 anos,Talismã,Tocantins
249170,26/02/2020,Entre 37 a 49 anos,Turiaçu,Maranhão
249509,16/04/2019,Entre 37 a 49 anos,Venâncio Aires,Rio Grande do Sul
249940,22/02/2019,Entre 28 a 36 anos,São Bernardo,Maranhão
250137,18/01/2021,Entre 37 a 49 anos,Algodão de Jandaíra,Paraíba
250474,05/09/2019,Entre 37 a 49 anos,São José do Rio Pardo,São Paulo
250734,19/12/2020,Entre 22 a 27 anos,Novo Oriente de Minas,Minas Gerais
250880,14/02/2019,Mais de 70 anos,Jupiá,Santa Catarina
251271,11/07/2020,Entre 10 a 15 anos,São João do Piauí,Piauí
251590,01/06/2019,Mais de 70 anos,Alfredo Wagner,Santa Catarina
251858,06/01/2021,Entre 10 a 15 anos,Heliodora,Minas Gerais
251996,19/06/2020,Entre 10 a 15 anos,Patrocínio do Muriaé,Minas Gerais
252062,10/01/2021,Entre 28 a 36 anos,Jacareacanga,Pará
252193,26/10/2020,Entre 37 a 49 anos,Além Paraíba,Minas Gerais
253425,12/03/2021,Entre 62 a 70 anos,Mambaí,Goiás
254387,15/04/2020,Mais de 70 anos,Ribeirão das Neves,Minas Gerais
254822,09/06/2020,Entre 10 a 15 anos,Quevedos,Rio Grande do Sul
255460,08/02/2021,Entre 50 a 61 anos,Rio Novo,Minas Gerais
255747,15/09/2020,Mais de 70 anos,Areal,Rio de Janeiro
255757,16/11/2020,Entre 62 a 70 anos,Afuá,Pará
255893,14/06/2019,Entre 10 a 15 anos,Jardim,Ceará
255913,08/12/2019,Entre 62 a 70 anos,Matias Olímpio,Piauí
256184,08/11/2020,Entre 50 a 61 anos,Pirenópolis,Goiás
256578,30/10/2019,Entre 37 a 49 anos,Coração de Maria,Bahia
256748,29/10/2020,Entre 10 a 15 anos,São João Batista,Santa Catarina
257296,23/04/2019,Entre 16 a 21 anos,Cocos,Bahia
257906,03/04/2020,Entre 10 a 15 anos,Santo Hipólito,Minas Gerais
258591,24/04/2021,Entre 37 a 49 anos,Fronteira,Minas Gerais
258826,25/07/2019,Entre 50 a 61 anos,Verdelândia,Minas Gerais
258995,12/12/2019,Entre 28 a 36 anos,João Dias,Rio Grande do Norte
259578,27/07/2020,Entre 28 a 36 anos,Milagres,Ceará
260010,12/08/2020,Entre 50 a 61 anos,Aparecida de Goiânia,Goiás
260245,13/09/2020,Mais de 70 anos,São Vicente Férrer,Pernambuco
260978,29/01/2021,Entre 10 a 15 anos,Catuti,Minas Gerais
260995,26/11/2020,Entre 62 a 70 anos,Benjamin Constant,Amazonas
261187,28/02/2019,Entre 10 a 15 anos,Canas,São Paulo
262607,13/03/2019,Entre 10 a 15 anos,Carneirinho,Minas Gerais
262943,01/04/2020,Mais de 70 anos,Goiabeira,Minas Gerais
264700,09/11/2020,Entre 10 a 15 anos,Jaguaretama,Ceará
264893,04/04/2020,Mais de 70 anos,Conceição,Paraíba
264949,11/09/2019,Entre 37 a 49 anos,São José do Herval,Rio Grande do Sul
266795,06/07/2020,Entre 10 a 15 anos,Alagoinha do Piauí,Piauí
266839,08/04/2019,Mais de 70 anos,Nova Boa Vista,Rio Grande do Sul
267339,13/10/2019,Entre 10 a 15 anos,São José do Rio Pardo,São Paulo
267717,21/06/2019,Entre 10 a 15 anos,Balneário Barra do Sul,Santa Catarina
268011,23/10/2019,Entre 16 a 21 anos,Queimada Nova,Piauí
269024,15/11/2020,Mais de 70 anos,Barra de Guabiraba,Pernambuco
269043,30/05/2020,Entre 10 a 15 anos,São João,Pernambuco
269619,23/08/2020,Entre 22 a 27 anos,Água Boa,Minas Gerais
269864,26/09/2019,Entre 37 a 49 anos,Teófilo Otoni,Minas Gerais
270185,10/02/2021,Entre 28 a 36 anos,Ararendá,Ceará
270279,14/09/2019,Entre 28 a 36 anos,Orocó,Pernambuco
270797,30/07/2021,Entre 16 a 21 anos,Piripá,Bahia
271041,28/05/2021,Entre 22 a 27 anos,Novo Aripuanã,Amazonas
271600,16/08/2020,Entre 37 a 49 anos,Birigui,São Paulo
272093,06/05/2021,Entre 16 a 21 anos,Quilombo,Santa Catarina
272120,25/07/2020,Entre 28 a 36 anos,Senador Modestino Gonçalves,Minas Gerais
272411,09/02/2019,Entre 22 a 27 anos,Parintins,Amazonas
273049,12/06/2020,Entre 62 a 70 anos,Conceição da Aparecida,Minas Gerais
273378,18/03/2020,Entre 50 a 61 anos,Quixabeira,Bahia
273489,30/04/2021,Entre 50 a 61 anos,Caçapava do Sul,Rio Grande do Sul
273657,09/04/2019,Entre 22 a 27 anos,Cachoeira de Minas,Minas Gerais
274061,28/01/2020,Mais de 70 anos,Brejinho,Rio Grande do Norte
274135,27/04/2019,Entre 37 a 49 anos,Rolador,Rio Grande do Sul
274136,15/07/2020,Entre 28 a 36 anos,Piracema,Minas Gerais
274146,29/10/2020,Entre 50 a 61 anos,Mato Verde,Minas Gerais
274230,10/02/2020,Entre 10 a 15 anos,Rio Espera,Minas Gerais
274337,04/09/2019,Entre 22 a 27 anos,Canitar,São Paulo
275548,26/02/2019,Entre 62 a 70 anos,Engenheiro Paulo de Frontin,Rio de Janeiro
276030,30/11/2019,Mais de 70 anos,Vargem,Santa Catarina
276265,10/02/2021,Entre 37 a 49 anos,Itarumã,Goiás
276625,10/07/2019,Entre 28 a 36 anos,Lagoa de Itaenga,Pernambuco
277146,03/01/2020,Entre 37 a 49 anos,Rio Branco,Mato Grosso
279209,26/05/2021,Entre 28 a 36 anos,Iapu,Minas Gerais
279355,14/09/2019,Mais de 70 anos,Rolândia,Paraná
279822,28/07/2020,Entre 50 a 61 anos,Brejetuba,Espírito Santo
280596,09/06/2019,Entre 62 a 70 anos,Riachinho,Tocantins
280626,05/12/2019,Entre 10 a 15 anos,Frecheirinha,Ceará
281058,23/08/2020,Entre 10 a 15 anos,Choró,Ceará
281314,31/05/2020,Entre 16 a 21 anos,Vassouras,Rio de Janeiro
282060,01/03/2020,Entre 37 a 49 anos,Parnamirim,Pernambuco
282420,06/02/2019,Entre 37 a 49 anos,Herval d'Oeste,Santa Catarina
282460,29/03/2019,Entre 10 a 15 anos,Engenheiro Coelho,São Paulo
282582,03/09/2020,Entre 50 a 61 anos,Rio Brilhante,Mato Grosso do Sul
282801,19/01/2020,Mais de 70 anos,Itanhandu,Minas Gerais
283385,19/12/2019,Mais de 70 anos,Macaíba,Rio Grande do Norte
283739,26/06/2019,Entre 10 a 15 anos,Joaquim Távora,Paraná
283810,03/05/2021,Entre 37 a 49 anos,Coxilha,Rio Grande do Sul
283973,17/02/2019,Entre 62 a 70 anos,Paranaiguara,Goiás
284636,10/04/2019,Entre 22 a 27 anos,Araricá,Rio Grande do Sul
285597,16/06/2021,Entre 28 a 36 anos,Bom Jesus do Oeste,Santa Catarina
285647,26/05/2021,Entre 28 a 36 anos,Cacimba de Dentro,Paraíba
286088,08/07/2021,Entre 37 a 49 anos,Afonso Bezerra,Rio Grande do Norte
286928,10/08/2019,Entre 28 a 36 anos,Barcelona,Rio Grande do Norte
287102,22/11/2020,Entre 37 a 49 anos,Serra Azul,São Paulo
287311,30/08/2020,Entre 62 a 70 anos,Irapuru,São Paulo
287477,05/10/2020,Entre 37 a 49 anos,Cachoeira de Minas,Minas Gerais
288446,07/05/2021,Entre 50 a 61 anos,Bezerros,Pernambuco
288816,05/12/2019,Entre 37 a 49 anos,São Sebastião do Rio Verde,Minas Gerais
289096,12/01/2019,Entre 50 a 61 anos,Rio Negro,Mato Grosso do Sul
290002,20/05/2019,Entre 10 a 15 anos,Ruy Barbosa,Rio Grande do Norte
290176,11/07/2020,Entre 22 a 27 anos,Sena Madureira,Acre
290180,20/02/2019,Entre 50 a 61 anos,Dourados,Mato Grosso do Sul
290453,05/04/2021,Entre 37 a 49 anos,Diadema,São Paulo
290522,15/04/2021,Entre 22 a 27 anos,Vera,Mato Grosso
290696,30/03/2020,Entre 22 a 27 anos,Nazária,Piauí
290801,14/02/2021,Entre 22 a 27 anos,Cidade Ocidental,Goiás
291269,10/07/2019,Entre 16 a 21 anos,Iacanga,São Paulo
291608,13/03/2020,Entre 28 a 36 anos,Tapejara,Rio Grande do Sul
291845,01/08/2019,Entre 22 a 27 anos,Barcelos,Amazonas
291945,05/08/2019,Entre 28 a 36 anos,Novo Airão,Amazonas
292090,03/05/2020,Entre 37 a 49 anos,Santo Amaro da Imperatriz,Santa Catarina
292586,08/03/2020,Entre 62 a 70 anos,Ciríaco,Rio Grande do Sul
293043,01/04/2021,Entre 37 a 49 anos,Alcobaça,Bahia
293146,27/11/2019,Entre 37 a 49 anos,Igaporã,Bahia
293235,07/02/2021,Mais de 70 anos,Uarini,Amazonas
293983,27/10/2019,Entre 16 a 21 anos,Carmésia,Minas Gerais
294438,01/05/2021,Entre 22 a 27 anos,Carneirinho,Minas Gerais
294470,04/06/2021,Entre 10 a 15 anos,Tietê,São Paulo
294606,18/05/2020,Entre 62 a 70 anos,Angatuba,São Paulo
294772,03/12/2020,Entre 50 a 61 anos,Torre de Pedra,São Paulo
294969,25/04/2019,Entre 62 a 70 anos,Melgaço,Pará
295648,16/04/2020,Entre 37 a 49 anos,Dom Cavati,Minas Gerais
296628,01/01/2021,Entre 62 a 70 anos,São José dos Basílios,Maranhão
296840,21/05/2019,Mais de 70 anos,Conceição dos Ouros,Minas Gerais
296925,17/10/2020,Entre 50 a 61 anos,Nova Esperança do Sul,Rio Grande do Sul
297020,17/11/2019,Entre 22 a 27 anos,Oiapoque,Amapá
297252,17/04/2020,Entre 22 a 27 anos,Itapeva,Minas Gerais
297309,23/01/2020,Entre 28 a 36 anos,Boracéia,São Paulo
299294,05/05/2019,Entre 62 a 70 anos,Miraselva,Paraná
299501,07/03/2020,Mais de 70 anos,Videira,Santa Catarina
299990,22/11/2020,Entre 62 a 70 anos,Cordeiro,Rio de Janeiro
301057,10/02/2020,Entre 10 a 15 anos,Independência,Rio Grande do Sul
301191,21/03/2021,Entre 62 a 70 anos,Porto Seguro,Bahia
301286,01/10/2019,Mais de 70 anos,Poço das Antas,Rio Grande do Sul
301657,01/04/2019,Entre 16 a 21 anos,Floresta,Pernambuco
301855,21/09/2020,Entre 16 a 21 anos,Barroquinha,Ceará
301871,16/01/2021,Entre 16 a 21 anos,Santa Rosa de Lima,Sergipe
302178,12/01/2021,Entre 10 a 15 anos,Sobradinho,Rio Grande do Sul
302643,08/12/2019,Entre 50 a 61 anos,Iracemápolis,São Paulo
302942,24/10/2019,Mais de 70 anos,Dourado,São Paulo
303324,18/09/2020,Mais de 70 anos,Guatambú,Santa Catarina
303649,07/10/2019,Entre 50 a 61 anos,Santa Luzia,Maranhão
303734,08/08/2019,Mais de 70 anos,Tamboril do Piauí,Piauí
304212,15/09/2019,Mais de 70 anos,Curral Novo do Piauí,Piauí
304240,24/01/2021,Entre 22 a 27 anos,Jaqueira,Pernambuco
304324,27/02/2019,Entre 50 a 61 anos,Francisco Morato,São Paulo
304382,24/06/2021,Entre 37 a 49 anos,Água Clara,Mato Grosso do Sul
304642,04/11/2020,Entre 50 a 61 anos,Palmeira,Santa Catarina
305140,02/02/2020,Mais de 70 anos,Corumbá,Mato Grosso do Sul
305223,09/04/2021,Entre 37 a 49 anos,Lastro,Paraíba
305260,08/10/2020,Entre 22 a 27 anos,Condado,Paraíba
306041,28/11/2020,Entre 16 a 21 anos,Olinda,Pernambuco
306251,01/05/2019,Entre 22 a 27 anos,Pereira Barreto,São Paulo
306310,27/05/2021,Mais de 70 anos,Benedito Leite,Maranhão
306407,07/05/2019,Entre 28 a 36 anos,Torrinha,São Paulo
307158,12/08/2019,Entre 50 a 61 anos,Sales,São Paulo
307438,02/07/2019,Entre 22 a 27 anos,Reriutaba,Ceará
308261,10/03/2020,Entre 16 a 21 anos,Crixás do Tocantins,Tocantins
308514,16/06/2020,Entre 22 a 27 anos,Piracaia,São Paulo
308841,25/02/2021,Entre 28 a 36 anos,Caparaó,Minas Gerais
309102,10/08/2020,Entre 50 a 61 anos,Conquista,Minas Gerais
309201,29/04/2021,Entre 50 a 61 anos,Monte Aprazível,São Paulo
309294,23/01/2020,Entre 37 a 49 anos,Ituaçu,Bahia
309556,29/08/2019,Entre 22 a 27 anos,Tracunhaém,Pernambuco
309620,19/12/2019,Entre 28 a 36 anos,Porangaba,São Paulo
310115,11/09/2019,Entre 10 a 15 anos,Pilões,Paraíba
310140,10/06/2021,Entre 10 a 15 anos,Brejo,Maranhão
310142,28/12/2019,Mais de 70 anos,Duartina,São Paulo
310357,20/03/2020,Entre 16 a 21 anos,Belo Jardim,Pernambuco
310533,25/06/2021,Entre 37 a 49 anos,Maquiné,Rio Grande do Sul
310674,30/11/2019,Entre 62 a 70 anos,Rinópolis,São Paulo
310700,06/03/2021,Mais de 70 anos,Pratápolis,Minas Gerais
310875,01/07/2020,Entre 22 a 27 anos,Bandeirantes,Mato Grosso do Sul
311171,28/02/2020,Entre 50 a 61 anos,Ituberá,Bahia
311693,21/04/2021,Entre 16 a 21 anos,Jaquirana,Rio Grande do Sul
312104,13/03/2021,Entre 37 a 49 anos,Pitangueiras,São Paulo
312154,30/07/2021,Entre 50 a 61 anos,Satuba,Alagoas
312567,29/10/2019,Entre 28 a 36 anos,Cerqueira César,São Paulo
312783,27/01/2021,Mais de 70 anos,Severiano Melo,Rio Grande do Norte
312966,07/08/2019,Entre 62 a 70 anos,Dom Bosco,Minas Gerais
313828,31/12/2020,Entre 28 a 36 anos,Itanhangá,Mato Grosso
313860,01/11/2020,Entre 37 a 49 anos,Guaraí,Tocantins
314347,09/01/2020,Entre 22 a 27 anos,Novo Brasil,Goiás
314424,03/07/2020,Entre 37 a 49 anos,Aguiar,Paraíba
314630,05/08/2019,Entre 50 a 61 anos,Americano do Brasil,Goiás
315001,03/05/2019,Entre 50 a 61 anos,Perolândia,Goiás
315106,25/04/2021,Entre 10 a 15 anos,Bocaina,São Paulo
315110,30/07/2021,Entre 37 a 49 anos,Serra Alta,Santa Catarina
315274,10/08/2019,Entre 16 a 21 anos,Macedônia,São Paulo
315396,14/06/2020,Entre 28 a 36 anos,Baraúna,Paraíba
315575,28/12/2020,Entre 62 a 70 anos,Independência,Rio Grande do Sul
315640,07/08/2020,Mais de 70 anos,Cássia,Minas Gerais
315895,15/05/2020,Entre 28 a 36 anos,Monsenhor Tabosa,Ceará
316380,07/02/2021,Entre 16 a 21 anos,Altair,São Paulo
316901,28/04/2019,Entre 10 a 15 anos,Maetinga,Bahia
316993,05/09/2019,Entre 16 a 21 anos,Bacurituba,Maranhão
317055,17/04/2019,Entre 62 a 70 anos,Pontal do Paraná,Paraná
317094,27/04/2019,Entre 10 a 15 anos,Hidrolândia,Goiás
317117,21/11/2020,Entre 22 a 27 anos,Talismã,Tocantins
317512,01/12/2019,Mais de 70 anos,Campo Maior,Piauí
317515,25/02/2019,Entre 37 a 49 anos,Venda Nova do Imigrante,Espírito Santo
317560,14/04/2020,Entre 10 a 15 anos,Sapucaia,Pará
317844,14/09/2019,Entre 16 a 21 anos,Ipeúna,São Paulo
318114,22/12/2020,Entre 62 a 70 anos,Alvorada do Norte,Goiás
318379,10/07/2020,Entre 50 a 61 anos,Presidente Kennedy,Tocantins
319219,05/05/2021,Entre 28 a 36 anos,Vespasiano,Minas Gerais
320102,24/01/2019,Entre 28 a 36 anos,Campo Novo,Rio Grande do Sul
320387,22/12/2020,Entre 22 a 27 anos,Arealva,São Paulo
320491,04/08/2019,Entre 10 a 15 anos,Caucaia,Ceará
320673,18/08/2019,Mais de 70 anos,Sardoá,Minas Gerais
320702,05/04/2019,Entre 62 a 70 anos,Acajutiba,Bahia
320773,16/04/2021,Mais de 70 anos,Poço Fundo,Minas Gerais
320809,09/12/2019,Entre 28 a 36 anos,Taquarivaí,São Paulo
321290,16/07/2019,Entre 22 a 27 anos,Mampituba,Rio Grande do Sul
321360,03/04/2020,Mais de 70 anos,Garuva,Santa Catarina
321777,25/10/2019,Mais de 70 anos,Rio Azul,Paraná
322031,03/01/2019,Entre 50 a 61 anos,Curral Velho,Paraíba
322205,09/09/2019,Entre 22 a 27 anos,Riachinho,Tocantins
322445,17/02/2021,Entre 22 a 27 anos,Andradas,Minas Gerais
322459,27/03/2019,Entre 62 a 70 anos,Claro dos Poções,Minas Gerais
322885,15/03/2019,Entre 37 a 49 anos,São Miguel dos Milagres,Alagoas
323224,11/04/2020,Entre 22 a 27 anos,Pilão Arcado,Bahia
323516,17/05/2019,Entre 22 a 27 anos,Emilianópolis,São Paulo
323702,30/03/2020,Entre 22 a 27 anos,Massapê do Piauí,Piauí
323813,28/09/2019,Mais de 70 anos,Aliança,Pernambuco
323890,12/01/2019,Mais de 70 anos,São João do Ivaí,Paraná
324387,05/05/2021,Mais de 70 anos,Sobral,Ceará
324742,27/01/2019,Entre 50 a 61 anos,Celso Ramos,Santa Catarina
325941,29/12/2019,Entre 10 a 15 anos,Galiléia,Minas Gerais
326000,31/05/2020,Entre 62 a 70 anos,Vitória Brasil,São Paulo
326220,08/06/2021,Entre 62 a 70 anos,Assis Brasil,Acre
326299,22/11/2019,Entre 50 a 61 anos,Cândido Rodrigues,São Paulo
326791,25/09/2019,Entre 10 a 15 anos,Cachoeira de Goiás,Goiás
326959,08/04/2020,Entre 62 a 70 anos,Coronel Domingos Soares,Paraná
327249,26/12/2019,Entre 22 a 27 anos,Sertão,Rio Grande do Sul
327396,28/04/2019,Entre 62 a 70 anos,Salvador do Sul,Rio Grande do Sul
327701,26/12/2020,Entre 62 a 70 anos,Pavão,Minas Gerais
327836,24/07/2021,Entre 28 a 36 anos,Barão do Triunfo,Rio Grande do Sul
328426,12/03/2019,Mais de 70 anos,Ministro Andreazza,Rondônia
329032,22/05/2019,Entre 28 a 36 anos,Quaraí,Rio Grande do Sul
329309,02/01/2021,Entre 10 a 15 anos,Wenceslau Guimarães,Bahia
329539,12/03/2021,Entre 28 a 36 anos,Querência,Mato Grosso
329659,02/08/2019,Entre 37 a 49 anos,Central de Minas,Minas Gerais
329756,08/07/2019,Entre 16 a 21 anos,São Gonçalo do Sapucaí,Minas Gerais
330577,14/04/2019,Entre 16 a 21 anos,Jaíba,Minas Gerais
331106,25/11/2019,Entre 50 a 61 anos,Jaquirana,Rio Grande do Sul
331215,22/05/2019,Entre 37 a 49 anos,Manduri,São Paulo
331594,09/12/2019,Entre 22 a 27 anos,Ouro Fino,Minas Gerais
331854,30/09/2019,Mais de 70 anos,Estância Velha,Rio Grande do Sul
332046,26/01/2020,Entre 50 a 61 anos,Mari,Paraíba
332758,27/08/2019,Entre 22 a 27 anos,Lagoa do Sítio,Piauí
333042,12/12/2019,Entre 16 a 21 anos,Ouricuri,Pernambuco
333057,02/09/2019,Entre 22 a 27 anos,Ipiranga do Norte,Mato Grosso
333382,20/01/2020,Entre 22 a 27 anos,Itapé,Bahia
334374,09/12/2020,Entre 62 a 70 anos,Nova Odessa,São Paulo
334460,28/10/2019,Entre 22 a 27 anos,Colinas,Maranhão
335479,28/04/2021,Entre 62 a 70 anos,São Pedro dos Ferros,Minas Gerais
336301,14/01/2020,Entre 16 a 21 anos,Simões Filho,Bahia
336691,22/04/2021,Entre 10 a 15 anos,Sagrada Família,Rio Grande do Sul
336868,31/07/2021,Entre 10 a 15 anos,Montezuma,Minas Gerais
337394,01/01/2020,Entre 62 a 70 anos,Agudos do Sul,Paraná
337819,10/01/2020,Entre 62 a 70 anos,Vale Real,Rio Grande do Sul
337916,20/12/2020,Entre 22 a 27 anos,Mirassolândia,São Paulo
338237,13/12/2019,Entre 37 a 49 anos,Salto da Divisa,Minas Gerais
338408,25/02/2021,Entre 50 a 61 anos,Ronda Alta,Rio Grande do Sul
339249,18/04/2019,Entre 10 a 15 anos,Feira Nova do Maranhão,Maranhão
339509,01/02/2019,Entre 62 a 70 anos,Irati,Paraná
340396,21/02/2019,Entre 22 a 27 anos,São Sebastião do Rio Verde,Minas Gerais
340490,27/06/2019,Entre 22 a 27 anos,Nepomuceno,Minas Gerais
340788,16/01/2019,Mais de 70 anos,Miradouro,Minas Gerais
341056,19/02/2020,Entre 50 a 61 anos,Saloá,Pernambuco
342335,28/03/2020,Mais de 70 anos,Castelo,Espírito Santo
342619,30/12/2019,Entre 28 a 36 anos,Carrapateira,Paraíba
342699,22/07/2020,Entre 28 a 36 anos,Vitória,Espírito Santo
342706,11/02/2019,Entre 50 a 61 anos,Rosário do Catete,Sergipe
343077,17/09/2020,Entre 16 a 21 anos,Arapuá,Minas Gerais
343567,14/01/2021,Entre 62 a 70 anos,Corumbá,Mato Grosso do Sul
344474,05/10/2020,Entre 16 a 21 anos,Manacapuru,Amazonas
345193,30/05/2021,Mais de 70 anos,Guaxupé,Minas Gerais
345548,23/09/2019,Entre 10 a 15 anos,Heliodora,Minas Gerais
345686,08/04/2019,Entre 28 a 36 anos,Valentim Gentil,São Paulo
345766,24/01/2019,Entre 28 a 36 anos,Bagé,Rio Grande do Sul
346062,11/05/2019,Entre 10 a 15 anos,Boa Ventura de São Roque,Paraná
346172,14/05/2020,Entre 62 a 70 anos,Lucena,Paraíba
346529,12/06/2021,Mais de 70 anos,Morro do Chapéu do Piauí,Piauí
346749,13/08/2019,Entre 10 a 15 anos,Ponto Chique,Minas Gerais
346853,13/09/2019,Entre 62 a 70 anos,Iapu,Minas Gerais
346888,30/08/2020,Entre 10 a 15 anos,Portalegre,Rio Grande do Norte
347461,27/02/2019,Entre 10 a 15 anos,Santa Cecília do Sul,Rio Grande do Sul
347918,28/12/2020,Entre 62 a 70 anos,Américo de Campos,São Paulo
348173,26/05/2021,Entre 16 a 21 anos,Assunção do Piauí,Piauí
348719,29/05/2019,Entre 16 a 21 anos,Pedranópolis,São Paulo
349401,10/01/2021,Mais de 70 anos,São Pedro dos Crentes,Maranhão
349404,31/01/2021,Entre 50 a 61 anos,Belo Campo,Bahia
349579,01/06/2021,Entre 50 a 61 anos,Feijó,Acre
350128,01/11/2020,Entre 16 a 21 anos,Pontal do Araguaia,Mato Grosso
350201,05/03/2021,Entre 16 a 21 anos,Iturama,Minas Gerais
350464,20/02/2021,Entre 50 a 61 anos,Água Preta,Pernambuco
351156,24/04/2020,Entre 62 a 70 anos,Itaguaçu,Espírito Santo
351383,16/03/2021,Entre 37 a 49 anos,Imbuia,Santa Catarina
351405,18/09/2019,Entre 62 a 70 anos,Canitar,São Paulo
351960,27/05/2019,Entre 10 a 15 anos,Turvolândia,Minas Gerais
352289,11/01/2020,Entre 37 a 49 anos,Campo Grande do Piauí,Piauí
353590,06/02/2020,Entre 10 a 15 anos,Schroeder,Santa Catarina
354161,29/05/2021,Entre 22 a 27 anos,Divisa Alegre,Minas Gerais
354336,12/05/2020,Entre 50 a 61 anos,São Gabriel do Oeste,Mato Grosso do Sul
355082,09/07/2019,Mais de 70 anos,Itamarati de Minas,Minas Gerais
355131,02/08/2020,Mais de 70 anos,Rosário Oeste,Mato Grosso
355703,05/06/2021,Entre 22 a 27 anos,Vera Cruz,Bahia
355719,24/07/2020,Entre 37 a 49 anos,Nicolau Vergueiro,Rio Grande do Sul
